Symbol,Nazwa,SUM z Stan
,Pompka PP/002083,1
5904610143926,Stojak na balony 70 cm,1
5904610144121,Konfetti serca białe/złote 60cm,2
5904610144244,Konfetti paski metaliczne 60cm,6
,konfetti paski metaliczne kolorowe 60 cm,5
5904610144251,Konfetti boy/girl,21
5904610144268,Konfetti boy/girl,21
5904610144329,Konfetti paski metaliczne srebrne,4
,konfetti paski metaliczne srebrne 60 cm,6
5904610144350,konfetti banknoty 500 euro 60 cm,5
,"Konfetti banknoty 500 euro, 60 cm",2
5904610144381,konfetti banknoty 100 dolarów 60 cm,4
,"Konfetti banknoty 100 dolarów, 60 cm",3
5904610144411,konfetti banknoty 200 złotych 60 cm,6
,"Konfetti banknoty 200 złotych, 60 cm",3
5904610144442,Konfetti motyle białe 60cm,2
5904610145562,"Organza gładka czarna 0,36x9m",6
5904610145821,wstążka satynowa biała 2.5x23m,6
5904610145876,taśma satynowa jasno różowa,4
5904610145890,Wstążka satyn jasny róż,5
5904610145906,wstążka satynowa j.róż,6
5904610146071,taśma satynowa łososiowa,2
5904610146194,Wstążka sat fuksja,1
5904610146361,wstążka czerwona,4
5904610146378,Wstążka satyn czerwony,16
5904610146385,wstążka,8
,wstążka satynowa czerwona,3
5904610146484,tasiemka satynowa granatowa,12
5904610146491,"tasiemka satynowa granatowa 3,8x23m",5
5904610146552,tasiemka satynowa czarna,2
,Wstążka satyn czerń,3
5904610146798,"tasiemka satynowa ciemnozielona 3,8x23m",2
,"tasiemka satynowa ciemnozieolona 3,8x23m",5
5904610146897,tasiemka satynowa jsnobrązowa,12
5904610146903,tasiemka satynowa jasnobrązowa,6
5904610146972,taśma satynowa kremowa,2
,Wstążka satyn kremowa,3
5904610147092,Wstążka sat jasny róz,7
5904610147153,"tasiemka satynowa złota 3,8x23m",1
5904610147276,"tasiemka satynowa burgundowa 3,8x23m",4
5904610147665,balony,6
5904610147801,balon,18
5904610148433,Balon foliowy siedzący miś,5
,balon miś z sercem,2
5904610148457,Balon foliowy koperta love,5
5904610148594,Balon foliowy jeżyk,3
,balon jeż,1
5904610149690,Talerzyki PP/002123,4
,talerzyki-leśne,6
5904610149713,Chusteczka 149713,3
,serwetki -leśne,1
5904610149720,Zestaw balonów 149720,5
5904610149874,Balon foliowy syrenka,18
5904610149928,balony komunijne,3
,Zestaw Balonów,11
5904610150009,Toppery,12
5904610150283,balony linki pomarańcz,3
,Balony linki-pomarańcz 50szt.,4
5904610150351,Balony linki 50szt.,1
5904610150382,balony linki czarne,2
5904610150665,Akcesoria papierowy pat,216
5904610150917,Świeczka 0 pixel,6
5904610150931,Świeczka 2 pixel,4
5904610150948,Świeczka 3 pixel,6
5904610150955,Świeczka 4 pixel,6
5904610150962,Świeczka 5 pixel,8
5904610150979,Świeczka 6 pixel,1
5904610151006,Świeczka 9 pixel,6
5904610151389,obrus siatka,2
,Obrus/materiał halloween,4
5904610151525,sztuczna krew,4
5904610151532,balon foliowy,3
,Balon foliowy kot na księżycu,6
5904610151556,Balon foliowy Halloween kocioł,2
5904610151570,balon foliowy,9
,Balon foliowy dynia,10
5904610151600,balon foliowy,10
,Balon foliowy okrągły Happy Halloween,6
5904610151617,Balon foliowy mexican skeleton,3
,balon stojący,5
5904610151624,Balon foliowy mexican skeleton,1
,balon szkieletor,5
5904610151631,Balon foliowy śmierć z kosą,3
,balon stojący,6
5904610151648,Balon foliowy pumpkin monster,1
,balon stojący,2
5904610151662,Balon foliowy skeleton,2
,balon stojący,4
5904610151709,balony gumowe koniki,4
,balony koniki 12 cali 6szt,5
5904610151747,girlanda koniki,4
,girlanda koniki 270 cm,4
5904610152263,laska z czaszką,10
,zabawka-czaszka,5
5904610152300,dekoracja na szybę,1
,Naklejki duszki-jelly stickers,1
5904610152317,Naklejki ręce,1
5904610152331,Naklejki Halloween,1
,naklejki na szybę,2
5904610152430,przypinka welon halloween,3
,welon świecący,2
5904610152492,Maska hallowen,1
,maska złota czaszka,1
5904610152683,"Kubek,biały",5
5904610152898,spódnica świecąca,4
,spódnica tiulowa -fiolet,8
5904610152904,spódnica świecąca,3
,spódnica tiulowa-pomarańcz,7
5904610153017,miotła czarownicy,6
5904610153048,Talerz Halloween,5
,talerzyki czaszki,2
5904610153055,kubeczki czaszki,4
5904610153062,serwetki czaszki 10szt,3
,Serwetki Halloween,3
5904610154458,Baner Spider,4
5904610154533,dynie papierowe,4
,pompony bibuły,3
5904610154830,Topper na tort Halloween,6
5904610154861,Świderki Halloween,4
5904610155059,Talerz,10
5904610155066,Kubek,4
5904610155097,Topper na tort,7
5904610155110,Świderki,4
5904610155141,Czapka sylwestrowa,4
5904610155158,Balony,8
5904610155172,Balon foliowy kościotrup,1
,balon kościotrup gigant,1
5904610155202,Serwetki,24
5904610155462,sianko,15
,Sianko karbowane krem,2
5904610155516,sianko czerwone,12
,Sianko karbowane czerwone,11
5904610155752,torba dynia,2
,Torba na prezent halloween,1
5904610155769,Świeczka złota 0,14
5904610155776,świeczka złota 1,11
5904610155868,Świeczka 0 srebrna,8
5904610156339,balon foliowy cyfra 1,6
,Balon foliowy cyfra 1 jasno zielony,4
5904610156407,balon foliowy cyfra 8,7
,Balon foliowy cyfra 8 jasny zielony,5
5904610159057,Serwetki,10
5904610161319,Pompka do balonów,3
,pompki do balonów,1
5904610161494,balon serce brokat 45 cm,24
5904610161692,Papilotki do babeczek,12
5904610162187,świeczka penis różowe złoto,6
,świeczka penis różowe złoto duży,5
5904610162194,świeczka penis duży,9
,świeczka penis złota,9
5904610162200,świeczka penis mały 5szt.op.,10
,świeczki penisy złote 5 szt,10
5904610162217,świeczka penis mały 5szt.op.,11
,świeczki penisy rose gold 5 szt.,10
5904610162231,Świeczki gaming,4
,świeczki urodzinowe konsola,12
5904610162576,ciężarek,2
,opążnik srebny,2
5904610162590,ciężarek złoty,6
,ciężarki złote,2
5904610166000,Kapelusz cekinowy jasnoróżowy,13
5904610166406,kapelusz czarownicy 40x33,2
,kapelusz czarownicy z koronką i różą czarny 40x33,6
5904610166529,Wachlarz czerwony,12
5904610166536,Wachlarz czarny,12
5904610166567,Wachlarz koronkowy czarny,12
5904610166611,balon foliowe kokardki złote,8
,balony foliowe kokardki 3szt,3
5904610166659,Krawat cekinowe złoty,2
,krawat cekinowy złoty,6
5904610166901,Szelki do spodni białe,9
5904610166994,szelki do spodni cekinowe czarne,6
5904610167069,Opaska z cekinami i piórami lata 20-te złota,12
5904610167083,sztuczne wąsy czarne,5
,Sztuczne wąsy czarne 5 szt,5
5904610167410,Sztuczne bokobrody i wąsy,12
5904610167434,Sztuczne brwi i broda z wąsami Święty Mikołaj,11
5904610167939,balon halloween oczy 12 cali,6
,balony gumowe halloween oczy,5
5904610167953,balony halloween 12 cali,5
,balony halloween gumowe,4
5904610168363,dekoracja na tort korona złota,10
5904610168394,Dekoracja na tort korona srebna,5
,dekoracja na tort korona srebrna,6
5904610168684,sztyft do malowania twarzy,10
5904645285493,papier,1
5904645285516,karnet komunijny,1
5904645285530,album komunijny,1
5904741035022,Zaproszenie,684
5904741035039,Karnet z kotkiem DL KK,322
5904741035084,Karnet z kotkiem DL LUX,107
5904741035091,Karnet kartki z KOTKIEM,76
5904741035169,dyplom,7
5904741035206,Zaproszenie Lux,125
5904888051381,dzwonek,7
5904915234275,zimne ognie,94
,zimne ognie kródkie,13
5904915260618,FONTANNA TORTOWA SREBRNA 12 CM,92
5904915283587,Fontanna tortowa tfx358-8,11
,świeczka fontanna 4sz. kródka,14
5904947606019,serwetki komunujne,6
5905247782786,bańki mydlane pistolet jednorożec,1
5905279395817,fartuch urodzinowy 199352,37
5905279717251,karnet FUN,18
,TREND karnet TF,32
5905279717268,Karnet duży fun TREND,5
5905279717282,torebka Trend M,8
5905279717381,Karnet Silver,209
5905279717565,kartki trend,10
5905279787001,karnet dk card,12
5905279787018,karnet dkcard kk,43
5905475302121,Kubek Świąteczny,3
5905548903309,fontanna tortowa 2 szt.12cm,7
,zestaw 2 fontanny,21
5905548903934,fontanny tortowe 10/12cm,6
,zestaw 4 fontanny party 10/12cm,7
5905548908489,Czirliderka czarna,5
5905548908496,Czirliderka biała,3
5905548908625,Korona plastik złota,3
5905548909585,zestaw bang-bang patyk,4
5905548911007,Kapelusz Gangster,1
5905548915159,strój Szkota r.52,2
5905548915838,strój Kierowca,1
5905548916453,opaska pirata,1
5905548917320,"Balon QL 11"" ""W Dniu Imienin i kropki"" 3szt/op.",3
5905548923154,opaska świecąca uszy mini,5
5905548926018,zestaw kotek z uszami,1
5905548929545,wąsy zestaw,4
5905548932583,Kaptur tajemniczej,6
5905548932620,zestaw wampira,9
,"Zestaw Wampira, mały",4
5905548932989,70350 Zestaw Wampirzycy,1
5905548933269,strój kotek,1
5905548934600,okulary wychodzące gały,12
,Okulary z wypadającymi gałkami,11
5905548938257,"Rękawiczki wieczorowe, długie ,czarne",6
5905548947426,Gadżety służącej,2
5905548948300,pudełko na chusteczki,2
5905548948317,pudełko na chusteczki,1
5905548948393,Maska z kapturem Czerwony wampir 1szt/op.,1
5905548949024,świeczka ''4'',4
5905548949031,świeczka ''5'',2
5905548949048,świeczka ''6'',1
5905548949062,świeczka ''8'',1
5905548949079,świeczka ''9'',7
5905548949086,świeczka 0 czerwony kontur,6
5905548949260,strój czarny wojownik 110/120,1
,Zestaw Czarny wojownik rozm. 110/120,1
5905548949277,Zestaw Czarny wojownik rozm. 120/130,1
5905548949284,Strój czarny wojownik 130/140,1
,Zestaw Czarny wojownik rozm. 130/140,1
5905548949765,fontanna 2 szt.,19
,Fontanna tortowa,14
5905548951461,Trąbka holograficzna,135
5905548955131,opaska śruba,1
5905548962092,WIBBI-N Wąsy z brodą,8
5905548962375,podkolanówki,1
5905548978581,Fontanna tortowa,1
,FONTANNY 4 SZT,4
5905548979809,maska Krzyk,2
5905548982052,girlanda pająki,1
5905548982564,Trąbki horn Halloween 2szt/op.,6
5905548985428,czapka z toporem,1
5905548990255,ciężarek walentynkowy,9
,stojak na balony,34
5905548993232,okulary kufle,5
5905548994581,strój żołnierz,1
5905548999975,świeczka 1 czerwony kontur,2
5905567719134,pudełko prezent,1
5905784935461,serwetki komunijne,3
5905806712933,Zestaw piersiówka + kieliszki,3
,Zestaw piersiówka +kieliszki,7
5905806712964,Zestaw persiówka + kieliszki,3
,Zestaw Piersiówka+Kieliszki,7
5905806712995,Persiówka moro,2
,Piersiówka,6
5905806714456,Filiżanka z Podstawką,5
5905806714623,Kubek Świąteczny,4
5905806714647,Kubek z Przykrywką i Zaparzaczem,6
5905806714722,Filiżanka z podstawką okrągła,2
,Filiżanka z podstawką Świąteczna,3
5905806714869,KPL.Dwóch Filiżanek z Dzbankiem,1
,Zestaw filiżanek z dzbankiem bałwan,1
5905806715002,KPL.dwóch  filiżanek,1
,Zestaw filiżanek z dzbankiem mikołaj,1
5905811956186,torba komunijnaA4,37
,torby A4,37
5905811956247,birety komunijne,66
,winietki,35
5905811956315,toper rocznica ślubu,108
,Topper,137
5905811956513,torby komunijne A5,2
,torebki komunijne A5,5
5905811959101,koperta DL,14
,koperta ozdobna DL,26
5905815791080,Książeczka PA,12
5905815792902,Karnet FL,43
,Kartka Urodzinowa 3D,26
5905815792919,karnet kf,23
,karnet KF-14,39
5905815792933,Karnet MO,18
,karnet mo-04,1
5905815794005,Zaproszenie zpb,48
,Zaproszenie ZPB (premium 5szt./op.),30
5905815794050,Karnet AS,90
5905815795224,Pudełko PD,28
5905815795392,Pudełko Pamiątka Chrztu Świętego,1
,Pudełko PB,2
5905868100563,Torba prezentowa,1
,Torebka prezentowa,2
5905925101052,Skarbonka świnka mała,1
5905925101069,Skarbonka świnka duża,1
5906160213548,fontanna tortowa złota 25cm,9
5906190102904,Torebka TT-50 Canpol,6
5906190104397,torebka na wino,1
,Torebka TA-50 Canpol,5
5906190500717,torebka na alkohol,5
5906190500946,Karnet LT funnyland,108
5906190500953,Zaproszenia FUNNY LAND,405
5906245268432,peruka i czapka Pipi,1
5906245319295,Czapka z daszkiem i włosami,1
5906245365896,Ramka foto tablet,1
5906245368309,ozdoba Św./zawieszka,32
5906245368316,zawieszka Św.,40
5906245368323,Zawieszka  świąteczna 30cm,20
5906286297729,zestaw kubków,2
5906286297736,zestaw kubków,1
5906360066258,serwetki papierowe czarne,2
,serwetki papierowe paw boo 33x33cm,4
5906360253627,"papier ozdobny ""paw""",5
5906360517576,Serwetki niebieski Happy birthday,4
5906360561371,"papier ozdobny"" paw""",7
5906360641202,"papier ozdobny"" paw""",2
5906360815702,serwetki Paw HB light pink/20szt.,5
5906360888713,kieszonki na sztućce srebrne,1
5906360983531,serwetki,2
5906360999570,serwetki czarne Paw,6
5906601201059,Zawieszka z imieniem Animals Team 00,232
5906601203671,Kubek z imieniem animal team,300
5906639400875,Boa czarne 180cm,1
,"Boa czarne,180cm, 40g.",1
5906639400882,Boa czerwone 180cm,2
,"Boa czerwone,180cm, 40g.",2
5906639403050,talerzyki czarne,2
,"Talerzyki papierowe czarne 18cm ,6szt.",2
5906639410157,Balony gumowe Happy Birthday,1
,Balony gumowy Happy Birthday,4
5906639410294,opaska pająk,5
5906639410355,skrzydła czarne,3
,"skrzydła czarne 42,9x17,9cm",3
5906639410669,balon foliowy jeżyk,6
5906639411574,balon foliowy kicia kocia i nunuś,5
,"Balon foliowy Kicia Kocia i Nunuś 18 """,4
5906639413400,"Balony Kicia Kocia 12""",4
5906639417996,balon foliowy pająk stojący,2
5906639418023,balon foliowy nietoperz,2
,balon foliowy nietoperz 46x100cm,3
5906664000125,torba t12,3
,torebka,5
5906664000255,Torebka ozdobna T4 jasne,4
5906664000491,Torebka ozd. T9  POL-MAK,6
5906664001603,"Papier ozdobny POL-MAK 99,5x68,5cm.",15
5906664002044,karnet BIG,1
5906664003300,karnet B6W,54
5906664003546,karnet pol-mak B6,9
5906664003607,karnet b6j,14
,karnet jajko  B6J,4
5906664003812,karnet B6X,10
,Karnet POL-MAK /B6X/,1
5906664004208,POL-MAK karnet Zaproszenie 1szt.,167
5906664004307,zaproszenie ZS,75
5906664005526,serwetki 20szt,5
5906664005557,serwetki 20szt,17
5906664005595,Serwetki Świąteczne,5
5906664005908,Serwetki Chrzest Św. 20szt.,7
5906764089488,zaproszenie atelier,28
5906800863102,Karnet DL Kartkowelove,24
5906800863119,Karnet Telegram Kartkowelove,10
5906800863140,Karnet C5 Kartkowelove,3
5906800863164,Pudełko na pieniądze Kartkowelove,1
5906850803523,skarpetki sws,1
,skarpetki ze szklanką,1
5906850804353,portfelik por,54
5906850807828,Kufel Nowy,11
5906850807897,kufel xl,5
5906954751478,Krawat mega szeroki,10
5906961150004,karnet 0004,103
5906961150011,karnet 0011,2016
5906961150028,karnet 0028,481
5906961150035,karnet 0035,60
5906961150622,rozeta mała 4szt,764
5906961151063,karnet złoty BN,34
5906961151223,karnet złoty v,20
5906961151353,torebka prezentowa,16
5906961151360,Torebka Walentynkowa,40
5906961151858,zaproszenia 18 Verte,14
5906961152817,Zaproszenie VERTE,45
,zaprosznie na impreze verte,155
5906961153982,zaproszenie verte,5
5906961154484,torba prezentowa 4484,136
5906961156112,karnet miedziany BN,21
5906961159274,torebka prezentowa 274,32
5907078631011,torba MAXI 003,19
,Torebka maxi 003,53
5907078631028,torebka 002,5
,Torebka Duża 002,10
5907078631035,Torebka średnia 001,7
5907078631059,Torebka butelka,11
,torebka na alkohol,11
5907078631110,karnet HM-100,24
,Karnet KL HM - 100,44
5907078631127,Karnet B6-hm.... - 200,466
5907078631318,Karnet HM PREMIUM,2
,Karnet Premium,3
5907078631493,książeczka komunijna,1
5907195300227,Kufel urodzinowy,1
5907195300234,kufel emeryty,2
5907195300784,KIELISZKI ŚLUB SET (2 SZT.),1
,kieliszki ślubne (2 szt.),2
5907195300791,kieliszek 28-lat,2
,Kieliszek PasteLOVE- 18,3
5907195300807,kieliszek 30-lat,2
,Kieliszek PasteLOVE- 30,2
5907195300814,kieliszek 40-lat,3
,KIELISZEK PasteLOVE- 40,1
5907195300821,kieliszek 50-lat,3
,Kieliszek PasteLOVE- 50,2
5907195300838,kieliszek 60-lat,3
,KIELISZEK pasteLOVE- 60,3
5907195300845,kieliszek królowa nocy i dobrej zabawy,3
,KIELISZEK pasteLOVE- KRÓLOWA NOCY,2
5907195300852,KIELISZEK PasteLOVE- URODZINOWY TOAST,3
,kieliszek wznosze urodzinowy toast,2
5907195300869,KIELISZEK SZAMPAN- 18,4
,kieliszek szampan-18,3
5907195300999,skarbonka pastel - 18stka,2
,skarbonka pastel 18-stka chłopak,2
5907195301002,skarbonka pastel - 18stka,2
,skarbonka pastel 18-stka dziewczyna,2
5907195301361,kubek + brelok DENIM 18,2
5907195301385,kubek + brelok 40,1
,kubek + brelok DENIM 40,2
5907195301392,kubek + brelok 50,1
,kubek + brelok DENIM 50,1
5907195303440,kubek lady- 18,2
5907195303464,kubek LADY - 40,2
,kubek lady- 40,2
5907195303471,kubek LADY - 50,2
,kubek lady- 50,2
5907195304409,kubek MAD,2
,kubek mad dots,2
5907195306533,czekolada,54
5907222044513,lizak figurka mix,9
5907265007537,torba prezentowa wino,4
5907265007582,Torba papierowa Disney mini,6
5907332000027,pocztówka,91
5907437633557,kredki do twarzy,3
5907489001601,torba prezentowa 1601,12
5907489003377,torba prezentowa,24
5907489003513,torebka prezentowa 513,12
5907489004237,Torba papierowa Jupiter,132
5907508106003,skarbonka mała adidas,3
,w cer. adidas mały skarbonka,2
5907511300139,KARNET PP,41
5907511300658,KARNET Q,15
5907511300740,kubek,1
5907511300832,Torba QXL 1szt.,9
5907511300849,TORBA QL,19
5907511300856,Torba QM 1szt.,34
5907511300863,Torba QS 1szt.,12
5907511300870,TORBA QB,15
,torebka na butelkę,1
5907511301471,karnet FF,9
5907511303710,koszulka żona,1
5907511303970,kufel kukartka,2
5907511304045,karnet SGC,4
5907511304571,KARNET PRESTIGE,26
5907511304618,Kubki - komplet 2szt/op.,24
5907511304717,KARNET DK,687
5907511304724,kubek gigant 40,8
,KUBEK GIGANT N,7
5907511305042,karnet QDK,44
5907511305066,zakładka z magnesem,6
5907511305073,magnes,20
5907511305141,tabliczki,23
5907511305158,HERBATY,14
5907511305509,Karnet DK 1szt.,9
5907511305639,fartuch kukartka,3
5907511305653,karnet BC,18
5907511305714,Czekolada,247
5907511305738,Zaproszenia ZZ Kukartka 1szt.,385
5907511306018,cyfra016,1
5907551191568,kubek,44
5907551191971,klatka na alkohol,7
5907551191988,Kubek złoty z grawerem,12
5907551192091,Kieliszek do wina z grawerem,17
5907572203875,torebka na wino,6
5907608305528,filiżanka porcelanowa,1
5907608306495,szafka na klucze,1
5907608911149,papier,2
5907608914645,Torba 403M,3
5907608914737,Torba JYWK 409 XXL,3
5907608914744,Torba 403 L,1
5907662400146,kufel Polska,1
5907662401174,"Zestaw 4 kieliszków Flaga , Godło 1op.",2
